Id,StartTime,EndTime,GT
0,11.413647021081639,17.202249420202595,0
0,15.83267093473262,24.99992189174447,0
0,25.701429679313392,37.807860718491504,0
0,27.792520307230195,38.588760005016226,0
0,29.933699838104637,37.10813692815755,0
0,47.11853230215105,56.70612490818031,0
0,55.98726951146347,67.31662202570988,0
0,66.2233014489261,65.77209109010741,0
0,76.09905150637627,78.72696752335402,0
0,86.2270221926172,90.59116621701723,0
0,93.41673355896828,98.97143770186618,0
0,101.42627969385407,104.15181524103977,0
0,115.65744178335231,119.60026242520915,0
0,123.07609053983934,132.0752008387779,0
0,137.5918440165102,134.51494457897903,0
0,148.80708445979405,158.89826508982472,0
0,164.80184681936748,168.3679559190282,0
0,178.83873760706564,186.82991448185737,0
0,187.10029102399608,197.22739310680453,0
0,196.91921450802587,203.30114520202028,0
0,201.24615178464094,210.27888366812041,0
0,210.90368968167644,213.2852468232017,0
0,220.9223205822462,230.20971559996718,0
0,233.59969959900764,238.00503196791263,0
0,251.345948347931,255.87247450930033,0
0,256.41299440177323,263.3792691319872,0
0,267.71661728263274,273.39836925582546,0
0,279.43345419200625,284.54454107915365,0
0,293.51346228304226,300.680053871646,0
0,305.03223649806694,309.16349933384714,0
0,318.1769234656762,325.4942215016413,0
0,327.47444239399437,333.8614911724308,0
0,340.5831346897873,346.8998802667173,0
0,348.46084463774775,357.48033301192095,0
0,361.65659356388426,363.82041175101637,0
0,377.7521183755772,384.59608639708404,0
0,390.1276892797875,391.91099421366727,0
0,402.0959441208178,407.55527717565104,0
0,418.7824312528116,420.74726698251754,0
0,429.62739192514374,433.2816292869999,0
0,436.17892216064405,445.7011605776497,0
0,446.5834541151643,453.018900340898,0
0,457.967607462391,461.13892991476007,0
0,464.7700436667508,475.17825584291535,0
0,470.5165716478805,478.01751407929754,0
0,477.5981563023334,487.8557107715801,0
0,482.9590519208371,494.5741801206027,0
0,493.9111133779135,499.9923663824942,0
0,501.3260192336243,511.39801885670465,0
0,513.0744681653413,519.7757035307067,0
0,516.0688080826919,523.6875583648178,0
0,522.7293942739171,530.0027251761387,0
0,536.6118450953527,540.7359090508877,0
0,549.6202168768332,556.3205092572706,0
0,565.2902260346874,576.2978383070388,0
0,577.4476280480883,585.8637778166768,0
0,592.7466142453727,602.2971630820008,0
0,606.952035478458,614.2024073645464,0
0,622.2911381770518,628.2368552182825,0
0,632.530609014982,644.3525407681923,0
0,644.7694198506555,648.454670258882,0
0,651.4172096719535,658.8748796214473,0
0,662.8359114320199,671.6794269180209,0
0,676.2512639203319,678.2656871587704,0
0,688.3297286930712,698.870077293083,0
0,700.6312414224594,706.3027170755125,0
0,705.8798166330602,715.7989884366133,0
0,716.9313221799125,725.3227842072356,0
0,730.5523370483115,737.0003186796299,0
0,734.7028704944191,737.4217184075816,0
0,748.7448218216311,754.6123244553696,0
0,766.1557560119693,770.4900513138926,0
0,778.3343015287334,784.8032539602117,0
0,791.2051006947577,795.6852512236618,0
0,806.5754399017034,811.7018838955915,0
0,819.2867781968849,827.1612291943079,0
0,832.3496523612172,843.8327401221065,0
0,839.9005629469084,851.7397260748376,0
0,844.5212657665932,850.2677963644215,0
0,853.2421698653335,855.4759732546581,0
0,864.3945939821547,874.7239211928488,0
0,870.1232816363721,879.831278393489,0
0,877.8694857845322,883.7144193522511,0
0,880.1510526692729,888.7188414104089,0
0,884.2571490335263,885.2241017088046,0
0,896.5250259652352,900.0073179072828,0
0,902.5379139250074,910.0060845937178,0
0,915.0843399034605,925.2975272514859,0
0,922.4437632959155,932.4213145486497,0
0,933.1316125718134,944.823679415285,0
0,948.9893002872262,956.1088184142753,0
0,960.5283418071474,965.9815109870066,0
0,969.8732704646592,974.4354474677858,0
0,983.2816851594441,992.5385438917317,0
0,995.6841429289244,999.2839141964115,0
0,1004.3826866030179,1006.8016834394533,0
0,1017.2641815259028,1027.7263388172732,0
0,1032.2869015313572,1034.3403799173745,0
0,1045.2087069838265,1049.6191916266432,0
0,1056.4233253638142,1065.7211565920616,0
0,1062.3385602062776,1072.638039769914,0
0,1076.265642896653,1083.8236080835454,0
0,1087.1019404916267,1091.8650993869283,0
0,1094.191695538767,1096.5048824199368,0
0,1096.3198778172832,1101.173260512212,0
0,1105.129339541073,1111.7827043222626,0
0,1112.8706827779185,1116.6862653371547,0
0,1119.869507672783,1125.312823914696,0
0,1123.3654669870084,1131.3897310967006,0
0,1130.3449300347356,1141.0903226115101,0
0,1138.4804845509848,1152.0438136399473,0
0,1145.2877633304836,1155.4660765953681,0
0,1156.3666066635044,1161.112306709094,0
0,1166.93680462402,1174.8894387167747,0
0,1178.6766705564341,1186.7330769685352,0
0,1188.8573572714624,1195.1909506328245,0
0,1203.8230251393688,1207.8972657469214,0
0,1216.2730714986303,1223.2586450890883,0
0,1222.3971533119175,1230.9012116607348,0
0,1238.61477009097,1246.4954435734169,0
0,1254.998182556532,1262.1753531461645,0
0,1273.3415015290002,1274.6317568937895,0
0,1283.9811178034208,1291.358044420451,0
0,1298.3523368734689,1304.5005444325448,0
0,1304.8977212503653,1315.1307565867032,0
0,1317.700479282678,1325.0060099274895,0
0,1334.072657981066,1342.1947597429942,0
0,1352.5414931453288,1365.1054692556552,0
0,1366.6296017842549,1374.5992370530423,0
0,1373.7919545524371,1382.0610089968054,0
0,1381.5816497724666,1386.8414153234685,0
0,1386.236405950757,1395.6706798534226,0
0,1395.8162624973554,1398.9621707784697,0
0,1406.3955289460014,1416.6743504512697,0
0,1409.5268242336758,1414.5697792063852,0
0,1418.028263028886,1422.4990145115207,0
0,1427.168916993173,1437.07376906358,0
0,1435.1539089520386,1442.4414005451904,0
0,1442.430214866132,1446.085160868013,0
0,1459.1696530968477,1464.015024051288,0
0,1471.1480874545828,1480.4271327004506,0
0,1477.9556176905749,1483.6349897441632,0
0,1493.8941509980766,1503.829417101224,0
0,1503.6378031174313,1512.809900610922,0
0,1513.8133873007625,1522.7990806275295,0
0,1523.765861132896,1528.9558366618774,0
0,1533.756068782212,1539.267113700804,0
0,1543.629026092661,1548.3369724491697,0
0,1549.3882060307956,1550.0673574364548,0
0,1560.526123954962,1562.844855703473,0
0,1569.059084813152,1577.746112678196,0
0,1581.5096340814898,1593.0907305232672,0
0,1595.39990296866,1602.2655442252235,0
0,1606.0431271063856,1618.283926075837,0
0,1612.5136118645673,1615.4254936240968,0
0,1614.5726712497622,1625.4305664768876,0
0,1624.9453985377543,1635.8430422896806,0
0,1636.029009966855,1645.8345716697468,0
0,1639.7247244340072,1649.1949486172618,0
0,1646.3204226744303,1652.021849595354,0
0,1664.7904800582176,1673.6276888380432,0
0,1680.2191713794846,1687.9595580221453,0
0,1696.3220429495339,1708.6399316332117,0
0,1707.3526955671655,1712.7209013166516,0
0,1720.7156386876916,1725.7459426980972,0
0,1735.4457173613243,1744.3871313957272,0
0,1748.5979390525824,1762.904588698475,0
0,1762.7127350542362,1767.4319826579836,0
0,1771.9671388344582,1777.6505676112324,0
0,1786.820240993391,1793.5235982034321,0
0,1798.4934085844732,1809.4564543624529,0
0,1815.058003030176,1819.401457226276,0
0,1828.360312352474,1833.8453416270463,0
0,1840.7949379843856,1845.7480302003744,0
0,1854.425984506078,1863.5875797981998,0
0,1868.2044017250216,1875.00082317837,0
0,1880.8238264267288,1884.7255181120147,0
0,1888.938441978225,1897.932588047094,0
0,1895.886392652491,1902.0523432448542,0
0,1915.2161854400688,1925.8738097353632,0
0,1927.2103724793467,1931.9493508971677,0
0,1940.241745936388,1948.4379551120576,0
0,1959.2949979037392,1967.6252086110048,0
0,1963.2600563950655,1969.9146748406886,0
0,1971.6044482347652,1975.5694344078884,0
0,1978.1259788270374,1983.2969130811246,0
0,1991.7323629013738,1995.5565122468327,0
0,2002.1717094227738,2008.4367994211168,0
0,2012.125285493856,2015.3725663021903,0
0,2025.3989814733995,2031.9118810534253,0
0,2036.5869275827706,2046.3787538094725,0
0,2055.113441827106,2060.181643653874,0
0,2064.796284597141,2069.842860488861,0
0,2076.5802629659565,2089.4898711064743,0
0,2091.7553859092104,2095.5500646938926,0
0,2100.618058456299,2108.2016562442127,0
0,2116.1104809045087,2119.9233301454624,0
0,2122.3976259360456,2127.9978840406848,0
0,2129.07448573536,2132.36147679041,0
0,2135.7078094382364,2143.0910848734825,0
0,2143.0309447217946,2149.991343433561,0
0,2151.8479253085047,2161.0073447152754,0
0,2159.711822190791,2168.0577553104044,0
0,2160.2507307605456,2169.8368323275786,0
0,2166.0712969720953,2175.964963355499,0
0,2176.4945753247357,2178.334874903818,0
0,2178.3245913018463,2190.2664802385334,0
0,2182.033013302904,2180.9834532662717,0
0,2189.1433137679996,2193.109233648944,0
0,2195.5443236190886,2201.533086728685,0
0,2203.5956756199516,2205.6866257698807,0
0,2219.794514963707,2226.290712484202,0
0,2233.8537601809844,2239.303119855435,0
0,2249.350608277197,2256.7499619721357,0
0,2260.13083417385,2268.0005881048082,0
0,2274.412236376188,2275.579469291003,0
0,2286.2471011316347,2291.064039650741,0
0,2294.84833842099,2300.536791290644,0
0,2301.846286427626,2311.3630388617894,0
0,2315.564679623734,2327.3728628411977,0
0,2331.3363388059956,2337.4555450869157,0
0,2350.749250531725,2359.640906168979,0
0,2357.3074938008067,2366.158054610358,0
0,2367.5375891721455,2373.151620006196,0
